acc_x,acc_y,acc_z
-0.099,0.258,-0.183
-0.104,0.258,-0.194
-0.108,0.258,-0.203
-0.111,0.258,-0.21
-0.113,0.258,-0.215
-0.111,0.269,-0.169
-0.109,0.277,-0.133
-0.107,0.284,-0.103
-0.106,0.289,-0.08
-0.105,0.293,-0.061
-0.104,0.296,-0.046
-0.103,0.299,-0.034
-0.103,0.301,-0.024
-0.102,0.303,-0.017
-0.102,0.304,-0.01
-0.108,0.25,-0.024
-0.112,0.207,-0.035
-0.116,0.172,-0.044
-0.119,0.145,-0.05
-0.121,0.122,-0.056
-0.123,0.105,-0.06
-0.124,0.09,-0.064
-0.125,0.079,-0.067
-0.126,0.07,-0.069
-0.127,0.063,-0.071
-0.121,0.078,-0.052
-0.116,0.09,-0.037
-0.112,0.099,-0.025
-0.108,0.107,-0.015
-0.106,0.113,-0.008
-0.104,0.118,-0.001
-0.102,0.122,0.003
-0.101,0.125,0.007
-0.1,0.127,0.011
-0.099,0.129,0.013
-0.086,0.121,0.014
-0.076,0.114,0.014
-0.068,0.108,0.014
-0.062,0.104,0.015
-0.057,0.1,0.015
-0.053,0.097,0.015
-0.05,0.095,0.015
-0.047,0.093,0.015
-0.045,0.092,0.015
-0.043,0.091,0.015
-0.051,0.077,0.009
-0.058,0.066,0.003
-0.063,0.057,-0.001
-0.068,0.05,-0.005
-0.071,0.044,-0.008
-0.074,0.039,-0.01
-0.076,0.036,-0.012
-0.078,0.033,-0.013
-0.079,0.031,-0.014
-0.08,0.029,-0.015
-0.067,0.005,-0.013
-0.056,-0.015,-0.01
-0.048,-0.03,-0.009
-0.041,-0.042,-0.008
-0.036,-0.052,-0.007
-0.032,-0.06,-0.006
-0.028,-0.067,-0.005
-0.025,-0.072,-0.004
-0.023,-0.076,-0.004
-0.021,-0.079,-0.004
-0.007,-0.075,0.002
0.004,-0.072,0.007
0.013,-0.07,0.011
0.02,-0.068,0.015
0.026,-0.066,0.017
0.03,-0.065,0.019
0.034,-0.064,0.021
0.037,-0.063,0.022
0.039,-0.062,0.023
0.041,-0.062,0.024
0.042,-0.057,0.017
0.043,-0.053,0.011
0.044,-0.049,0.007
0.045,-0.047,0.003
0.046,-0.045,0.0
0.046,-0.043,-0.002
0.046,-0.042,-0.004
0.047,-0.041,-0.006
0.047,-0.04,-0.007
0.047,-0.039,-0.008
0.043,-0.052,-0.002
0.04,-0.062,0.003
0.038,-0.07,0.007
0.036,-0.076,0.01
0.035,-0.081,0.013
0.033,-0.085,0.015
0.032,-0.088,0.016
0.032,-0.091,0.017
0.031,-0.093,0.018
0.03,-0.095,0.019
0.036,-0.099,0.019
0.041,-0.102,0.019
0.045,-0.105,0.019
0.048,-0.107,0.019
0.051,-0.108,0.019
0.053,-0.11,0.019
0.054,-0.111,0.019
0.055,-0.112,0.019
0.056,-0.112,0.019
0.057,-0.113,0.019
0.059,-0.114,0.019
0.061,-0.114,0.019
0.062,-0.115,0.018
0.063,-0.115,0.018
0.064,-0.115,0.018
0.064,-0.115,0.018
0.065,-0.116,0.018
0.065,-0.116,0.018
0.065,-0.116,0.018
0.066,-0.116,0.018
0.067,-0.106,0.021
0.068,-0.098,0.024
0.069,-0.091,0.026
0.069,-0.086,0.028
0.07,-0.082,0.03
0.07,-0.078,0.031
0.07,-0.076,0.032
0.071,-0.074,0.032
0.071,-0.072,0.033
0.071,-0.071,0.034
0.063,-0.072,0.026
0.057,-0.074,0.021
0.052,-0.075,0.016
0.048,-0.076,0.012
0.045,-0.076,0.01
0.043,-0.077,0.007
0.04,-0.077,0.005
0.039,-0.078,0.004
0.038,-0.078,0.003
0.037,-0.078,0.002
0.039,-0.077,0.001
0.04,-0.076,0.001
0.042,-0.075,0.001
0.043,-0.074,0.001
0.044,-0.074,0.001
0.045,-0.073,0.001
0.045,-0.073,0.001
0.046,-0.072,0.001
0.046,-0.072,0.001
0.046,-0.072,0.001
0.042,-0.079,-0.001
0.039,-0.084,-0.003
0.037,-0.089,-0.004
0.035,-0.092,-0.005
0.033,-0.095,-0.005
0.032,-0.097,-0.006
0.031,-0.099,-0.006
0.03,-0.1,-0.007
0.03,-0.102,-0.007
0.029,-0.103,-0.007
0.032,-0.1,-0.007
0.035,-0.098,-0.007
0.037,-0.097,-0.007
0.038,-0.096,-0.007
0.039,-0.095,-0.007
0.04,-0.094,-0.007
0.041,-0.093,-0.007
0.042,-0.093,-0.007
0.042,-0.092,-0.007
0.043,-0.092,-0.007
0.041,-0.093,-0.004
0.039,-0.093,-0.002
0.038,-0.093,0.0
0.036,-0.094,0.002
0.036,-0.094,0.003
0.035,-0.094,0.004
0.034,-0.094,0.005
0.034,-0.094,0.005
0.034,-0.094,0.006
0.033,-0.094,0.006
0.024,-0.104,0.005
0.016,-0.111,0.005
0.01,-0.117,0.004
0.005,-0.122,0.004
0.001,-0.126,0.003
-0.002,-0.129,0.003
-0.004,-0.131,0.003
-0.006,-0.133,0.003
-0.008,-0.135,0.003
-0.009,-0.136,0.002
0.021,-0.06,0.18
0.045,0.002,0.322
0.064,0.05,0.436
0.079,0.089,0.527
0.091,0.121,0.6
0.101,0.146,0.658
0.109,0.166,0.705
0.115,0.182,0.742
0.12,0.195,0.772
0.124,0.205,0.796
0.118,0.173,0.511
0.112,0.148,0.284
0.108,0.128,0.102
0.105,0.112,-0.044
0.102,0.099,-0.161
0.1,0.089,-0.254
0.098,0.081,-0.328
0.097,0.074,-0.388
0.096,0.069,-0.436
0.095,0.065,-0.474
0.069,0.038,-0.595
0.048,0.016,-0.692
0.032,-0.001,-0.77
0.019,-0.015,-0.832
0.008,-0.026,-0.882
-0.0,-0.035,-0.921
-0.007,-0.042,-0.953
-0.013,-0.048,-0.979
-0.017,-0.053,-0.999
-0.02,-0.056,-1.015
0.009,0.01,-0.702
0.032,0.063,-0.451
0.05,0.105,-0.251
0.065,0.139,-0.09
0.077,0.166,0.038
0.086,0.188,0.141
0.094,0.205,0.223
0.1,0.219,0.289
0.105,0.23,0.341
0.109,0.239,0.383
0.098,0.217,0.323
0.089,0.199,0.274
0.082,0.184,0.236
0.076,0.173,0.204
0.072,0.163,0.18
0.068,0.156,0.16
0.065,0.15,0.144
0.063,0.145,0.131
0.061,0.141,0.121
0.059,0.138,0.113
0.057,0.124,0.106
0.055,0.112,0.1
0.054,0.103,0.095
0.052,0.095,0.091
0.051,0.089,0.088
0.051,0.085,0.086
0.05,0.081,0.084
0.05,0.078,0.082
0.049,0.075,0.081
0.049,0.073,0.08
0.049,0.065,0.069
0.05,0.058,0.06
0.05,0.053,0.053
0.05,0.049,0.048
0.051,0.045,0.043
0.051,0.043,0.04
0.051,0.04,0.037
0.051,0.039,0.034
0.051,0.037,0.033
0.051,0.036,0.031
0.051,0.03,0.024
0.05,0.025,0.019
0.05,0.021,0.015
0.05,0.017,0.011
0.05,0.015,0.008
0.049,0.013,0.006
0.049,0.011,0.004
0.049,0.01,0.003
0.049,0.009,0.002
0.049,0.008,0.001
0.047,0.007,-0.002
0.046,0.006,-0.005
0.045,0.005,-0.007
0.044,0.004,-0.008
0.043,0.004,-0.01
0.043,0.004,-0.011
0.042,0.003,-0.012
0.042,0.003,-0.012
0.041,0.003,-0.013
0.041,0.003,-0.013
0.043,0.004,-0.007
0.045,0.005,-0.003
0.046,0.006,0.001
0.047,0.007,0.004
0.048,0.007,0.006
0.048,0.008,0.008
0.049,0.008,0.01
0.049,0.008,0.011
0.049,0.009,0.012
0.05,0.009,0.013
0.049,0.01,0.011
0.048,0.01,0.009
0.047,0.011,0.008
0.046,0.011,0.007
0.046,0.012,0.006
0.046,0.012,0.006
0.045,0.012,0.005
0.045,0.012,0.005
0.045,0.013,0.005
0.045,0.013,0.004
0.046,0.013,0.005
0.047,0.013,0.006
0.048,0.014,0.006
0.048,0.014,0.006
0.049,0.014,0.007
0.049,0.014,0.007
0.049,0.014,0.007
0.049,0.014,0.007
0.05,0.014,0.007
0.05,0.014,0.007
0.048,0.015,0.003
0.047,0.015,0.0
0.046,0.016,-0.003
0.045,0.016,-0.005
0.045,0.016,-0.006
0.044,0.017,-0.008
0.044,0.017,-0.009
0.043,0.017,-0.009
0.043,0.017,-0.01
0.043,0.017,-0.011
0.042,0.014,-0.011
0.042,0.011,-0.011
0.041,0.009,-0.011
0.041,0.008,-0.011
0.04,0.006,-0.011
0.04,0.005,-0.011
0.04,0.005,-0.011
0.04,0.004,-0.011
0.04,0.003,-0.012
0.039,0.003,-0.012
0.043,0.004,-0.01
0.046,0.005,-0.009
0.048,0.006,-0.008
0.05,0.007,-0.008
0.051,0.008,-0.007
0.052,0.008,-0.007
0.053,0.008,-0.007
0.054,0.009,-0.006
0.054,0.009,-0.006
0.055,0.009,-0.006
0.052,0.004,-0.006
0.05,-0.0,-0.006
0.048,-0.004,-0.006
0.046,-0.006,-0.006
0.045,-0.008,-0.006
0.044,-0.01,-0.006
0.043,-0.011,-0.006
0.043,-0.012,-0.006
0.042,-0.013,-0.006
0.042,-0.014,-0.006
0.056,0.045,0.205
0.068,0.092,0.374
0.077,0.13,0.509
0.084,0.16,0.617
0.09,0.185,0.703
0.095,0.204,0.772
0.098,0.219,0.828
0.101,0.232,0.872
0.104,0.242,0.907
0.106,0.25,0.936
0.056,0.192,0.524
0.016,0.146,0.195
-0.016,0.109,-0.069
-0.042,0.079,-0.28
-0.062,0.056,-0.448
-0.079,0.037,-0.583
-0.092,0.022,-0.691
-0.102,0.01,-0.778
-0.111,-0.0,-0.847
-0.117,-0.008,-0.902
-0.061,0.008,-0.771
-0.016,0.021,-0.666
0.02,0.032,-0.583
0.049,0.04,-0.516
0.072,0.046,-0.462
0.091,0.052,-0.419
0.105,0.056,-0.385
0.117,0.059,-0.357
0.127,0.062,-0.335
0.134,0.064,-0.318
0.103,0.063,-0.235
0.078,0.061,-0.168
0.058,0.06,-0.115
0.042,0.06,-0.072
0.029,0.059,-0.038
0.019,0.058,-0.011
0.01,0.058,0.011
0.004,0.058,0.028
-0.001,0.057,0.042
-0.006,0.057,0.053
-0.001,0.058,0.062
0.003,0.059,0.069
0.006,0.059,0.075
0.009,0.06,0.08
0.011,0.06,0.084
0.012,0.06,0.086
0.014,0.06,0.089
0.015,0.061,0.091
0.016,0.061,0.092
0.016,0.061,0.093
0.023,0.019,0.073
0.029,-0.014,0.056
0.034,-0.04,0.043
0.037,-0.061,0.032
0.04,-0.078,0.024
0.043,-0.092,0.017
0.044,-0.103,0.012
0.046,-0.111,0.007
0.047,-0.118,0.004
0.048,-0.124,0.001
0.035,-0.108,-0.0
0.025,-0.095,-0.001
0.017,-0.084,-0.002
0.01,-0.076,-0.003
0.005,-0.069,-0.004
0.0,-0.064,-0.004
-0.003,-0.06,-0.004
-0.006,-0.057,-0.005
-0.008,-0.054,-0.005
-0.01,-0.052,-0.005
0.002,-0.044,0.004
0.012,-0.038,0.011
0.019,-0.034,0.017
0.025,-0.03,0.021
0.03,-0.027,0.025
0.034,-0.025,0.028
0.037,-0.023,0.03
0.039,-0.021,0.032
0.041,-0.02,0.033
0.043,-0.019,0.035
0.032,-0.029,0.08
0.023,-0.038,0.117
0.015,-0.045,0.146
0.01,-0.05,0.169
0.005,-0.054,0.188
0.001,-0.058,0.203
-0.002,-0.061,0.215
-0.004,-0.063,0.224
-0.006,-0.065,0.232
-0.007,-0.066,0.238
0.003,-0.051,0.185
0.011,-0.038,0.143
0.017,-0.029,0.11
0.022,-0.021,0.083
0.026,-0.014,0.061
0.029,-0.009,0.044
0.032,-0.005,0.03
0.034,-0.002,0.019
0.036,0.0,0.011
0.037,0.002,0.004
0.054,0.073,-0.089
0.068,0.129,-0.163
0.079,0.174,-0.222
0.087,0.21,-0.269
0.094,0.239,-0.307
0.1,0.262,-0.337
0.104,0.28,-0.362
0.108,0.295,-0.381
0.111,0.307,-0.397
0.113,0.316,-0.409
0.095,0.242,-0.326
0.08,0.182,-0.259
0.068,0.135,-0.206
0.059,0.097,-0.163
0.051,0.066,-0.129
0.045,0.042,-0.102
0.04,0.022,-0.08
0.036,0.007,-0.062
0.033,-0.006,-0.048
0.031,-0.016,-0.037
0.028,-0.023,-0.029
0.026,-0.028,-0.023
0.024,-0.032,-0.018
0.023,-0.035,-0.014
0.022,-0.038,-0.01
0.021,-0.04,-0.008
0.02,-0.042,-0.006
0.019,-0.043,-0.004
0.019,-0.044,-0.003
0.019,-0.045,-0.002
0.019,-0.046,-0.001
0.019,-0.046,-0.001
0.019,-0.047,-0.0
0.019,-0.047,0.0
0.019,-0.047,0.0
0.019,-0.048,0.0
0.019,-0.048,0.001
0.019,-0.048,0.001
0.019,-0.048,0.001
0.018,-0.048,0.001
0.018,-0.049,0.001
0.018,-0.049,0.0
0.018,-0.05,0.0
0.018,-0.05,-0.0
0.018,-0.05,-0.0
0.018,-0.05,-0.0
0.018,-0.051,-0.001
0.018,-0.051,-0.001
0.018,-0.051,-0.001
0.018,-0.051,-0.001
0.019,-0.05,-0.0
0.019,-0.049,0.0
0.02,-0.048,0.001
0.02,-0.048,0.001
0.02,-0.047,0.001
0.021,-0.047,0.002
0.021,-0.046,0.002
0.021,-0.046,0.002
0.021,-0.046,0.002
0.021,-0.046,0.002
0.021,-0.046,0.003
0.021,-0.046,0.003
0.021,-0.047,0.003
0.021,-0.047,0.004
0.02,-0.047,0.004
0.02,-0.047,0.004
0.02,-0.047,0.004
0.02,-0.047,0.004
0.02,-0.047,0.004
0.02,-0.047,0.004
0.019,-0.048,0.002
0.018,-0.049,0.001
0.017,-0.05,-0.0
0.016,-0.051,-0.001
0.015,-0.051,-0.002
0.015,-0.052,-0.002
0.014,-0.052,-0.003
0.014,-0.052,-0.003
0.014,-0.052,-0.003
0.014,-0.053,-0.004
0.014,-0.051,-0.004
0.015,-0.05,-0.004
0.016,-0.049,-0.004
0.016,-0.048,-0.004
0.016,-0.048,-0.004
0.016,-0.047,-0.004
0.017,-0.047,-0.004
0.017,-0.046,-0.004
0.017,-0.046,-0.004
0.017,-0.046,-0.004
0.017,-0.046,-0.004
0.017,-0.046,-0.004
0.016,-0.046,-0.004
0.016,-0.046,-0.004
0.016,-0.046,-0.004
0.016,-0.046,-0.004
0.016,-0.046,-0.004
0.016,-0.046,-0.004
0.016,-0.046,-0.004
0.016,-0.046,-0.004
0.016,-0.044,-0.004
0.017,-0.043,-0.003
0.017,-0.042,-0.003
0.018,-0.041,-0.002
0.018,-0.04,-0.002
0.018,-0.04,-0.002
0.018,-0.039,-0.001
0.018,-0.039,-0.001
0.019,-0.039,-0.001
0.019,-0.038,-0.001
0.017,-0.039,-0.001
0.016,-0.04,-0.001
0.015,-0.041,-0.001
0.014,-0.041,-0.001
0.014,-0.042,-0.001
0.013,-0.042,-0.001
0.013,-0.042,-0.001
0.013,-0.042,-0.001
0.012,-0.043,-0.001
0.012,-0.043,-0.0
0.013,-0.045,-0.001
0.013,-0.046,-0.002
0.013,-0.047,-0.002
0.014,-0.048,-0.002
0.014,-0.049,-0.003
0.014,-0.05,-0.003
0.014,-0.05,-0.003
0.014,-0.05,-0.003
0.014,-0.051,-0.003
0.014,-0.051,-0.003
0.015,-0.05,-0.003
0.016,-0.048,-0.002
0.017,-0.048,-0.002
0.017,-0.047,-0.002
0.017,-0.046,-0.001
0.018,-0.046,-0.001
0.018,-0.045,-0.001
0.018,-0.045,-0.001
0.018,-0.045,-0.001
0.018,-0.045,-0.001
0.018,-0.044,-0.001
0.018,-0.044,-0.001
0.018,-0.044,-0.001
0.018,-0.044,-0.001
0.018,-0.044,-0.002
0.018,-0.044,-0.002
0.018,-0.044,-0.002
0.018,-0.043,-0.002
0.018,-0.043,-0.002
0.018,-0.043,-0.002
0.017,-0.043,-0.002
0.016,-0.043,-0.002
0.016,-0.043,-0.001
0.016,-0.043,-0.001
0.015,-0.043,-0.001
0.015,-0.043,-0.001
0.015,-0.043,-0.001
0.015,-0.043,-0.001
0.015,-0.043,-0.001
0.014,-0.043,-0.001
0.013,-0.044,-0.0
0.012,-0.045,0.001
0.012,-0.046,0.001
0.011,-0.046,0.002
0.011,-0.047,0.002
0.01,-0.047,0.002
0.01,-0.047,0.003
0.01,-0.048,0.003
0.01,-0.048,0.003
0.01,-0.048,0.003
0.01,-0.047,0.003
0.01,-0.047,0.003
0.01,-0.046,0.002
0.011,-0.046,0.002
0.011,-0.046,0.002
0.011,-0.046,0.002
0.011,-0.045,0.002
0.011,-0.045,0.002
0.011,-0.045,0.002
0.011,-0.045,0.001
0.013,-0.045,0.001
0.014,-0.046,-0.0
0.015,-0.046,-0.001
0.015,-0.046,-0.001
0.016,-0.046,-0.002
0.016,-0.047,-0.002
0.017,-0.047,-0.002
0.017,-0.047,-0.002
0.017,-0.047,-0.002
0.017,-0.047,-0.003
0.018,-0.046,-0.003
0.018,-0.045,-0.004
0.018,-0.045,-0.004
0.018,-0.044,-0.004
0.018,-0.044,-0.004
0.018,-0.044,-0.005
0.018,-0.043,-0.005
0.018,-0.043,-0.005
0.018,-0.043,-0.005
0.018,-0.043,-0.005
0.017,-0.043,-0.004
0.016,-0.044,-0.003
0.015,-0.044,-0.003
0.014,-0.044,-0.002
0.014,-0.044,-0.002
0.013,-0.044,-0.001
0.013,-0.044,-0.001
0.013,-0.044,-0.001
0.013,-0.044,-0.001
0.012,-0.044,-0.0
0.012,-0.044,-0.0
0.012,-0.044,-0.0
0.012,-0.044,-0.0
0.012,-0.043,-0.0
0.012,-0.043,-0.0
0.012,-0.043,-0.0
0.012,-0.043,-0.0
0.012,-0.043,-0.0
0.012,-0.043,0.0
0.012,-0.043,0.0
0.013,-0.043,-0.001
0.014,-0.044,-0.001
0.015,-0.044,-0.001
0.015,-0.044,-0.002
0.015,-0.044,-0.002
0.016,-0.045,-0.002
0.016,-0.045,-0.002
0.016,-0.045,-0.002
0.016,-0.045,-0.002
0.017,-0.045,-0.003
0.017,-0.045,-0.003
0.017,-0.045,-0.004
0.017,-0.045,-0.004
0.017,-0.046,-0.005
0.017,-0.046,-0.005
0.017,-0.046,-0.005
0.017,-0.046,-0.005
0.017,-0.046,-0.005
0.017,-0.046,-0.006
0.017,-0.046,-0.006
0.016,-0.046,-0.005
0.015,-0.047,-0.005
0.015,-0.047,-0.005
0.014,-0.047,-0.005
0.014,-0.047,-0.004
0.014,-0.047,-0.004
0.013,-0.047,-0.004
0.013,-0.048,-0.004
0.013,-0.048,-0.004
0.013,-0.048,-0.004
0.013,-0.047,-0.003
0.013,-0.046,-0.002
0.013,-0.046,-0.001
0.013,-0.045,-0.0
0.014,-0.045,0.0
0.014,-0.045,0.001
0.014,-0.045,0.001
0.014,-0.045,0.001
0.014,-0.044,0.001
0.014,-0.044,0.002
0.014,-0.045,0.001
0.014,-0.046,0.0
0.014,-0.047,-0.0
0.014,-0.047,-0.001
0.013,-0.048,-0.001
0.013,-0.048,-0.001
0.013,-0.048,-0.001
0.013,-0.049,-0.002
0.013,-0.049,-0.002
0.013,-0.049,-0.002
0.014,-0.048,-0.001
0.014,-0.048,-0.0
0.014,-0.048,0.0
0.015,-0.047,0.001
0.015,-0.047,0.001
0.015,-0.047,0.002
0.015,-0.047,0.002
0.015,-0.046,0.002
0.015,-0.046,0.002
0.015,-0.046,0.002
0.015,-0.046,0.002
0.015,-0.046,0.001
0.014,-0.046,0.001
0.014,-0.046,0.001
0.014,-0.046,0.0
0.014,-0.046,0.0
0.014,-0.046,-0.0
0.014,-0.046,-0.0
0.014,-0.046,-0.0
0.014,-0.046,-0.0
0.014,-0.046,0.0
0.014,-0.046,0.001
0.015,-0.045,0.001
0.015,-0.045,0.002
0.015,-0.045,0.002
0.015,-0.045,0.002
0.015,-0.045,0.002
0.015,-0.045,0.002
0.015,-0.045,0.003
0.015,-0.045,0.003
0.014,-0.044,0.002
0.014,-0.044,0.001
0.013,-0.044,0.001
0.013,-0.044,0.0
0.012,-0.044,0.0
0.012,-0.043,-0.0
0.012,-0.043,-0.0
0.012,-0.043,-0.001
0.012,-0.043,-0.001
0.012,-0.043,-0.001
0.012,-0.044,-0.0
0.013,-0.044,0.0
0.014,-0.045,0.001
0.014,-0.045,0.001
0.015,-0.045,0.001
0.015,-0.045,0.002
0.015,-0.046,0.002
0.015,-0.046,0.002
0.015,-0.046,0.002
0.016,-0.046,0.002
0.014,-0.046,0.002
0.013,-0.046,0.002
0.012,-0.045,0.002
0.011,-0.045,0.002
0.01,-0.045,0.002
0.01,-0.045,0.002
0.009,-0.045,0.002
0.009,-0.045,0.002
0.009,-0.045,0.002
0.008,-0.045,0.002
0.009,-0.046,0.003
0.01,-0.047,0.003
0.01,-0.047,0.004
0.011,-0.048,0.004
0.011,-0.048,0.004
0.011,-0.049,0.004
0.011,-0.049,0.005
0.011,-0.049,0.005
0.012,-0.049,0.005
0.012,-0.049,0.005
0.012,-0.048,0.005
0.012,-0.048,0.004
0.012,-0.047,0.004
0.012,-0.047,0.004
0.012,-0.046,0.004
0.011,-0.046,0.004
0.011,-0.046,0.004
0.011,-0.046,0.004
0.011,-0.046,0.003
0.011,-0.045,0.003
0.011,-0.044,0.003
0.01,-0.043,0.002
0.01,-0.042,0.002
0.01,-0.042,0.001
0.009,-0.041,0.001
0.009,-0.041,0.001
0.009,-0.04,0.0
0.009,-0.04,0.0
0.009,-0.04,0.0
0.009,-0.04,-0.0
0.009,-0.044,0.002
0.01,-0.048,0.004
0.01,-0.051,0.006
0.01,-0.053,0.007
0.01,-0.055,0.008
0.01,-0.057,0.009
0.01,-0.058,0.009
0.011,-0.059,0.01
0.011,-0.059,0.01
0.011,-0.06,0.01
0.004,-0.065,0.005
-0.001,-0.068,0.001
-0.006,-0.071,-0.003
-0.009,-0.074,-0.006
-0.012,-0.076,-0.008
-0.014,-0.077,-0.01
-0.016,-0.078,-0.011
-0.017,-0.079,-0.012
-0.019,-0.08,-0.013
-0.019,-0.081,-0.014
-0.012,-0.088,-0.008
-0.007,-0.094,-0.004
-0.002,-0.099,-0.0
0.001,-0.103,0.003
0.004,-0.106,0.005
0.006,-0.109,0.007
0.008,-0.11,0.008
