acc_x,acc_y,acc_z
0.01,-0.112,0.01
0.011,-0.113,0.01
0.012,-0.114,0.011
0.011,-0.088,0.007
0.01,-0.067,0.004
0.009,-0.05,0.001
0.008,-0.036,-0.001
0.008,-0.025,-0.002
0.008,-0.017,-0.003
0.007,-0.01,-0.005
0.007,-0.004,-0.005
0.007,0.0,-0.006
0.007,0.004,-0.007
0.002,0.002,-0.004
-0.001,0.0,-0.002
-0.004,-0.001,0.0
-0.006,-0.002,0.002
-0.008,-0.003,0.003
-0.009,-0.004,0.004
-0.01,-0.004,0.004
-0.011,-0.005,0.005
-0.012,-0.005,0.005
-0.013,-0.005,0.006
-0.013,-0.01,0.005
-0.013,-0.014,0.005
-0.013,-0.018,0.004
-0.013,-0.02,0.004
-0.013,-0.022,0.004
-0.013,-0.024,0.004
-0.013,-0.025,0.004
-0.013,-0.026,0.004
-0.013,-0.027,0.004
-0.013,-0.028,0.004
-0.013,-0.029,0.003
-0.013,-0.029,0.002
-0.013,-0.03,0.001
-0.012,-0.03,0.001
-0.012,-0.031,0.0
-0.012,-0.031,0.0
-0.012,-0.031,-0.0
-0.012,-0.031,-0.0
-0.012,-0.032,-0.001
-0.012,-0.032,-0.001
-0.014,-0.032,-0.001
-0.016,-0.032,-0.001
-0.017,-0.033,-0.001
-0.018,-0.033,-0.001
-0.019,-0.033,-0.001
-0.019,-0.033,-0.001
-0.02,-0.033,-0.001
-0.02,-0.033,-0.001
-0.021,-0.033,-0.002
-0.021,-0.034,-0.002
-0.02,-0.032,-0.001
-0.02,-0.03,-0.001
-0.019,-0.029,-0.001
-0.019,-0.028,-0.001
-0.019,-0.027,-0.001
-0.019,-0.027,-0.001
-0.019,-0.026,-0.001
-0.019,-0.026,-0.001
-0.018,-0.026,-0.001
-0.018,-0.025,-0.001
-0.018,-0.025,-0.001
-0.017,-0.025,-0.0
-0.017,-0.025,-0.0
-0.017,-0.025,-0.0
-0.016,-0.025,0.0
-0.016,-0.025,0.0
-0.016,-0.025,0.0
-0.016,-0.025,0.0
-0.016,-0.025,0.001
-0.016,-0.025,0.001
-0.015,-0.026,0.0
-0.015,-0.027,-0.0
-0.015,-0.027,-0.001
-0.015,-0.028,-0.001
-0.015,-0.028,-0.001
-0.015,-0.029,-0.001
-0.015,-0.029,-0.002
-0.015,-0.029,-0.002
-0.015,-0.029,-0.002
-0.015,-0.029,-0.002
-0.014,-0.029,-0.002
-0.013,-0.029,-0.001
-0.013,-0.029,-0.001
-0.013,-0.029,-0.001
-0.012,-0.028,-0.001
-0.012,-0.028,-0.001
-0.012,-0.028,-0.001
-0.012,-0.028,-0.0
-0.012,-0.028,-0.0
-0.011,-0.028,-0.0
-0.012,-0.029,-0.0
-0.012,-0.029,-0.0
-0.013,-0.03,-0.0
-0.013,-0.03,-0.0
-0.013,-0.03,-0.0
-0.013,-0.03,-0.0
-0.013,-0.031,-0.0
-0.013,-0.031,-0.0
-0.013,-0.031,-0.0
-0.014,-0.031,-0.0
-0.014,-0.031,-0.001
-0.014,-0.031,-0.002
-0.014,-0.031,-0.002
-0.014,-0.031,-0.003
-0.014,-0.031,-0.003
-0.015,-0.03,-0.003
-0.015,-0.03,-0.003
-0.015,-0.03,-0.003
-0.015,-0.03,-0.004
-0.015,-0.03,-0.004
-0.013,-0.032,-0.002
-0.012,-0.033,-0.001
-0.012,-0.035,-0.0
-0.011,-0.035,0.001
-0.01,-0.036,0.001
-0.01,-0.037,0.002
-0.01,-0.037,0.002
-0.009,-0.037,0.002
-0.009,-0.038,0.003
-0.009,-0.038,0.003
-0.009,-0.036,0.002
-0.01,-0.034,0.002
-0.01,-0.032,0.002
-0.01,-0.031,0.001
-0.01,-0.03,0.001
-0.01,-0.03,0.001
-0.01,-0.029,0.001
-0.01,-0.029,0.001
-0.011,-0.028,0.0
-0.011,-0.028,0.0
-0.011,-0.025,0.003
-0.012,-0.022,0.005
-0.012,-0.02,0.007
-0.013,-0.018,0.008
-0.013,-0.017,0.009
-0.013,-0.016,0.01
-0.014,-0.015,0.01
-0.014,-0.014,0.011
-0.014,-0.014,0.011
-0.014,-0.013,0.012
-0.013,-0.017,0.009
-0.012,-0.02,0.007
-0.011,-0.022,0.006
-0.011,-0.024,0.005
-0.01,-0.025,0.004
-0.01,-0.026,0.003
-0.01,-0.027,0.002
-0.01,-0.028,0.002
-0.009,-0.028,0.001
-0.009,-0.029,0.001
-0.009,-0.029,-0.0
-0.009,-0.029,-0.001
-0.009,-0.029,-0.001
-0.009,-0.029,-0.002
-0.009,-0.029,-0.002
-0.009,-0.029,-0.003
-0.009,-0.029,-0.003
-0.009,-0.029,-0.003
-0.009,-0.029,-0.003
-0.009,-0.029,-0.003
-0.007,-0.026,-0.003
-0.005,-0.024,-0.002
-0.003,-0.023,-0.002
-0.002,-0.022,-0.001
-0.001,-0.021,-0.001
-0.0,-0.02,-0.001
0.0,-0.02,-0.001
0.001,-0.019,-0.0
0.001,-0.019,-0.0
0.002,-0.018,-0.0
0.003,-0.019,-0.0
0.004,-0.019,-0.0
0.005,-0.02,-0.0
0.005,-0.02,-0.0
0.006,-0.02,-0.0
0.006,-0.021,-0.0
0.007,-0.021,-0.0
0.007,-0.021,0.0
0.007,-0.021,0.0
0.007,-0.021,0.0
0.007,-0.02,-0.001
0.006,-0.018,-0.002
0.006,-0.018,-0.002
0.006,-0.017,-0.003
0.006,-0.016,-0.003
0.006,-0.016,-0.003
0.006,-0.015,-0.003
0.005,-0.015,-0.004
0.005,-0.015,-0.004
0.005,-0.015,-0.004
0.006,-0.015,-0.003
0.007,-0.015,-0.002
0.008,-0.015,-0.001
0.008,-0.015,-0.001
0.009,-0.015,-0.0
0.009,-0.015,-0.0
0.01,-0.015,0.0
0.01,-0.015,0.0
0.01,-0.015,0.001
0.01,-0.015,0.001
0.01,-0.015,0.001
0.009,-0.016,0.001
0.009,-0.016,0.001
0.009,-0.017,0.001
0.009,-0.017,0.001
0.008,-0.017,0.001
0.008,-0.017,0.001
0.008,-0.017,0.001
0.008,-0.017,0.001
0.008,-0.018,0.001
0.007,-0.019,0.001
0.007,-0.02,0.001
0.007,-0.021,0.001
0.007,-0.021,0.0
0.006,-0.022,0.0
0.006,-0.022,0.0
0.006,-0.023,0.0
0.006,-0.023,0.0
0.006,-0.023,0.0
0.006,-0.023,0.0
0.007,-0.023,-0.0
0.007,-0.022,-0.001
0.008,-0.022,-0.001
0.008,-0.022,-0.001
0.008,-0.021,-0.001
0.008,-0.021,-0.001
0.009,-0.021,-0.001
0.009,-0.021,-0.001
0.009,-0.021,-0.001
0.009,-0.021,-0.001
0.009,-0.02,-0.001
0.008,-0.02,-0.001
0.008,-0.02,-0.0
0.008,-0.02,-0.0
0.008,-0.019,-0.0
0.008,-0.019,0.0
0.007,-0.019,0.0
0.007,-0.019,0.0
0.007,-0.019,0.0
0.007,-0.019,0.0
0.008,-0.018,0.001
0.009,-0.018,0.001
0.009,-0.017,0.001
0.01,-0.017,0.002
0.01,-0.017,0.002
0.01,-0.017,0.002
0.011,-0.017,0.002
0.011,-0.016,0.002
0.011,-0.016,0.002
0.011,-0.016,0.002
0.011,-0.017,0.002
0.01,-0.017,0.001
0.01,-0.017,0.001
0.01,-0.018,0.001
0.01,-0.018,0.0
0.009,-0.018,0.0
0.009,-0.018,-0.0
0.009,-0.018,-0.0
0.009,-0.018,-0.0
0.009,-0.019,-0.0
0.006,-0.021,0.005
0.004,-0.023,0.009
0.003,-0.025,0.013
0.001,-0.026,0.015
0.0,-0.028,0.017
-0.001,-0.028,0.019
-0.001,-0.029,0.021
-0.002,-0.03,0.022
-0.002,-0.03,0.023
-0.003,-0.031,0.023
-0.001,-0.028,0.017
-0.0,-0.026,0.012
0.0,-0.024,0.008
0.001,-0.022,0.005
0.002,-0.021,0.003
0.002,-0.02,0.001
0.002,-0.02,-0.001
0.003,-0.019,-0.002
0.003,-0.018,-0.003
0.003,-0.018,-0.004
0.005,-0.021,-0.003
0.006,-0.024,-0.003
0.007,-0.025,-0.003
0.008,-0.027,-0.003
0.009,-0.028,-0.002
0.009,-0.029,-0.002
0.01,-0.03,-0.002
0.01,-0.031,-0.002
0.01,-0.031,-0.002
0.011,-0.032,-0.002
0.01,-0.032,-0.001
0.009,-0.032,-0.001
0.009,-0.032,-0.0
0.008,-0.032,-0.0
0.008,-0.033,0.0
0.008,-0.033,0.0
0.008,-0.033,0.001
0.007,-0.033,0.001
0.007,-0.033,0.001
0.007,-0.033,0.001
0.008,-0.033,0.001
0.008,-0.034,0.001
0.009,-0.034,0.002
0.009,-0.035,0.002
0.009,-0.035,0.002
0.009,-0.035,0.002
0.009,-0.035,0.002
0.009,-0.035,0.002
0.01,-0.035,0.002
0.01,-0.035,0.002
0.008,-0.035,0.002
0.007,-0.035,0.001
0.006,-0.035,0.001
0.006,-0.035,0.001
0.005,-0.035,0.001
0.005,-0.035,0.001
0.004,-0.034,0.001
0.004,-0.034,0.0
0.004,-0.034,0.0
0.004,-0.034,0.0
0.004,-0.034,0.001
0.005,-0.034,0.001
0.005,-0.033,0.001
0.005,-0.033,0.001
0.005,-0.033,0.001
0.005,-0.033,0.001
0.005,-0.033,0.001
0.005,-0.033,0.001
0.006,-0.033,0.001
0.006,-0.033,0.001
0.006,-0.034,0.0
0.006,-0.036,-0.001
0.006,-0.037,-0.002
0.006,-0.038,-0.002
0.006,-0.038,-0.003
0.006,-0.039,-0.003
0.006,-0.039,-0.004
0.006,-0.04,-0.004
0.006,-0.04,-0.004
0.006,-0.04,-0.004
0.005,-0.04,-0.005
0.005,-0.04,-0.005
0.004,-0.04,-0.005
0.004,-0.039,-0.005
0.004,-0.039,-0.005
0.003,-0.039,-0.006
0.003,-0.039,-0.006
0.003,-0.039,-0.006
0.003,-0.039,-0.006
0.003,-0.039,-0.006
0.003,-0.038,-0.005
0.002,-0.038,-0.004
0.002,-0.037,-0.003
0.002,-0.037,-0.003
0.002,-0.037,-0.002
0.002,-0.037,-0.002
0.002,-0.036,-0.002
0.001,-0.036,-0.001
0.001,-0.036,-0.001
0.001,-0.036,-0.001
0.001,-0.037,-0.001
0.001,-0.038,-0.0
0.0,-0.039,0.0
0.0,-0.039,0.0
-0.0,-0.04,0.0
-0.0,-0.04,0.001
-0.0,-0.04,0.001
-0.0,-0.041,0.001
-0.001,-0.041,0.001
-0.001,-0.041,0.001
-0.0,-0.039,0.001
-0.0,-0.038,0.001
-0.0,-0.037,0.001
-0.0,-0.037,0.001
-0.0,-0.036,0.001
-0.0,-0.036,0.001
-0.0,-0.035,0.001
-0.0,-0.035,0.001
-0.0,-0.035,0.001
-0.0,-0.034,0.001
0.001,-0.035,0.002
0.002,-0.035,0.002
0.003,-0.035,0.002
0.004,-0.035,0.003
0.005,-0.036,0.003
0.005,-0.036,0.003
0.005,-0.036,0.003
0.006,-0.036,0.003
0.006,-0.036,0.003
0.006,-0.036,0.003
0.005,-0.037,0.003
0.005,-0.038,0.003
0.005,-0.038,0.002
0.004,-0.039,0.002
0.004,-0.039,0.002
0.004,-0.039,0.002
0.004,-0.039,0.001
0.004,-0.04,0.001
0.003,-0.04,0.001
0.003,-0.04,0.001
0.004,-0.04,0.002
0.005,-0.04,0.002
0.005,-0.04,0.002
0.006,-0.04,0.002
0.006,-0.04,0.003
0.006,-0.039,0.003
0.006,-0.039,0.003
0.007,-0.039,0.003
0.007,-0.039,0.003
0.007,-0.039,0.003
0.007,-0.039,0.002
0.008,-0.039,0.001
0.008,-0.039,-0.0
0.009,-0.039,-0.001
0.009,-0.039,-0.001
0.009,-0.039,-0.002
0.009,-0.039,-0.002
0.009,-0.039,-0.002
0.01,-0.039,-0.002
0.01,-0.039,-0.003
0.008,-0.039,-0.003
0.007,-0.038,-0.002
0.007,-0.038,-0.002
0.006,-0.037,-0.002
0.005,-0.037,-0.002
0.005,-0.037,-0.002
0.005,-0.036,-0.002
0.004,-0.036,-0.002
0.004,-0.036,-0.002
0.004,-0.036,-0.002
0.005,-0.038,-0.002
0.005,-0.039,-0.001
0.006,-0.04,-0.001
0.006,-0.041,-0.001
0.006,-0.042,-0.001
0.006,-0.042,-0.001
0.007,-0.043,-0.0
0.007,-0.043,-0.0
0.007,-0.043,-0.0
0.007,-0.044,-0.0
0.005,-0.042,0.0
0.004,-0.042,0.0
0.003,-0.041,0.001
