acc_x,acc_y,acc_z
-0.055,0.047,-0.02
-0.053,0.042,-0.012
-0.052,0.037,-0.005
-0.051,0.034,0.001
-0.05,0.031,0.005
-0.049,0.029,0.009
-0.048,0.027,0.011
-0.005,0.022,0.029
0.03,0.017,0.043
0.058,0.014,0.054
0.08,0.011,0.063
0.098,0.009,0.07
0.113,0.007,0.075
0.124,0.005,0.08
0.133,0.004,0.084
0.141,0.003,0.087
0.146,0.002,0.089
0.128,-0.017,0.103
0.114,-0.032,0.114
0.102,-0.045,0.123
0.093,-0.055,0.13
0.085,-0.063,0.136
0.079,-0.069,0.14
0.075,-0.074,0.144
0.071,-0.078,0.147
0.068,-0.081,0.149
0.065,-0.084,0.151
0.055,-0.104,0.141
0.048,-0.119,0.132
0.041,-0.132,0.125
0.036,-0.142,0.12
0.032,-0.15,0.115
0.029,-0.156,0.112
0.026,-0.162,0.109
0.024,-0.166,0.107
0.023,-0.169,0.105
0.021,-0.172,0.103
0.022,-0.175,0.087
0.022,-0.178,0.074
0.023,-0.181,0.063
0.023,-0.183,0.054
0.024,-0.184,0.048
0.024,-0.186,0.042
0.024,-0.187,0.038
0.024,-0.187,0.034
0.024,-0.188,0.031
0.024,-0.188,0.029
0.018,-0.185,0.031
0.013,-0.183,0.032
0.009,-0.181,0.033
0.006,-0.18,0.034
0.003,-0.178,0.035
0.001,-0.177,0.035
-0.0,-0.177,0.036
-0.001,-0.176,0.036
-0.003,-0.175,0.037
-0.003,-0.175,0.037
-0.008,-0.159,0.029
-0.012,-0.146,0.022
-0.015,-0.136,0.017
-0.017,-0.128,0.013
-0.019,-0.122,0.009
-0.021,-0.116,0.007
-0.022,-0.112,0.004
-0.023,-0.109,0.003
-0.024,-0.106,0.001
-0.025,-0.104,0.0
-0.028,-0.109,0.007
-0.03,-0.114,0.013
-0.032,-0.117,0.017
-0.034,-0.12,0.021
-0.035,-0.122,0.024
-0.036,-0.124,0.026
-0.037,-0.125,0.028
-0.038,-0.126,0.03
-0.038,-0.127,0.031
-0.038,-0.128,0.032
-0.034,-0.128,0.025
-0.03,-0.128,0.02
-0.027,-0.129,0.016
-0.024,-0.129,0.013
-0.022,-0.129,0.01
-0.021,-0.129,0.008
-0.02,-0.129,0.006
-0.019,-0.129,0.005
-0.018,-0.129,0.004
-0.017,-0.129,0.003
-0.011,-0.141,-0.012
-0.006,-0.151,-0.024
-0.002,-0.158,-0.034
0.001,-0.164,-0.041
0.004,-0.169,-0.047
0.006,-0.173,-0.052
0.007,-0.176,-0.056
0.008,-0.179,-0.059
0.009,-0.181,-0.062
0.01,-0.182,-0.064
0.004,-0.18,-0.049
-0.002,-0.178,-0.037
-0.006,-0.176,-0.027
-0.009,-0.175,-0.019
-0.012,-0.174,-0.013
-0.014,-0.173,-0.008
-0.016,-0.172,-0.004
-0.017,-0.172,-0.001
-0.018,-0.171,0.002
-0.019,-0.171,0.004
-0.009,-0.168,-0.006
-0.002,-0.166,-0.013
0.005,-0.164,-0.019
0.01,-0.163,-0.023
0.014,-0.162,-0.027
0.017,-0.161,-0.03
0.019,-0.16,-0.033
0.021,-0.16,-0.034
0.023,-0.159,-0.036
0.024,-0.159,-0.037
0.032,-0.138,-0.021
0.039,-0.121,-0.008
0.044,-0.107,0.003
0.048,-0.096,0.011
0.051,-0.088,0.018
0.054,-0.081,0.024
0.056,-0.075,0.028
0.058,-0.071,0.031
0.059,-0.067,0.034
0.06,-0.065,0.036
0.07,-0.048,0.031
0.077,-0.035,0.026
0.083,-0.024,0.022
0.088,-0.016,0.02
0.092,-0.009,0.017
0.095,-0.003,0.015
0.097,0.001,0.014
0.099,0.004,0.013
0.101,0.007,0.012
0.102,0.009,0.011
0.107,0.026,-0.0
0.111,0.038,-0.009
0.115,0.049,-0.016
0.117,0.057,-0.022
0.119,0.064,-0.026
0.121,0.069,-0.03
0.122,0.073,-0.033
0.124,0.077,-0.035
0.124,0.079,-0.037
0.125,0.081,-0.038
0.132,0.081,-0.046
0.138,0.081,-0.052
0.142,0.081,-0.056
0.146,0.081,-0.06
0.148,0.081,-0.063
0.151,0.081,-0.066
0.153,0.081,-0.067
0.154,0.081,-0.069
0.155,0.081,-0.07
0.156,0.081,-0.071
0.14,0.069,-0.063
0.128,0.059,-0.057
0.118,0.051,-0.051
0.11,0.045,-0.047
0.103,0.04,-0.044
0.098,0.035,-0.041
0.094,0.032,-0.039
0.091,0.03,-0.037
0.088,0.028,-0.036
0.086,0.026,-0.035
0.073,-0.018,-0.024
0.063,-0.054,-0.014
0.055,-0.082,-0.007
0.048,-0.105,-0.001
0.043,-0.123,0.004
0.039,-0.137,0.007
0.035,-0.149,0.01
0.033,-0.158,0.013
0.03,-0.165,0.015
0.029,-0.171,0.016
0.023,-0.175,0.016
0.019,-0.177,0.016
0.016,-0.18,0.016
0.013,-0.181,0.016
0.011,-0.183,0.016
0.009,-0.184,0.016
0.008,-0.185,0.016
0.007,-0.185,0.016
0.006,-0.186,0.016
0.005,-0.186,0.016
0.01,-0.17,0.001
0.014,-0.156,-0.011
0.017,-0.146,-0.02
0.02,-0.137,-0.028
0.022,-0.13,-0.034
0.023,-0.125,-0.039
0.025,-0.12,-0.043
0.026,-0.117,-0.046
0.026,-0.114,-0.048
0.027,-0.112,-0.05
0.023,-0.116,-0.026
0.02,-0.12,-0.006
0.017,-0.122,0.01
0.015,-0.125,0.022
0.013,-0.127,0.032
0.012,-0.128,0.04
0.011,-0.129,0.047
0.01,-0.13,0.052
0.009,-0.131,0.056
0.009,-0.131,0.059
0.016,-0.11,0.043
0.021,-0.093,0.031
0.026,-0.079,0.021
0.029,-0.068,0.012
0.032,-0.059,0.006
0.034,-0.052,0.001
0.036,-0.046,-0.004
0.037,-0.042,-0.007
0.039,-0.038,-0.01
0.039,-0.035,-0.012
0.045,-0.036,-0.008
0.049,-0.038,-0.005
0.053,-0.038,-0.002
0.055,-0.039,-0.0
0.058,-0.04,0.001
0.059,-0.04,0.003
0.061,-0.041,0.004
0.062,-0.041,0.004
0.063,-0.041,0.005
0.064,-0.041,0.006
0.07,-0.052,-0.006
0.075,-0.06,-0.015
0.079,-0.066,-0.022
0.082,-0.072,-0.028
0.084,-0.076,-0.033
0.086,-0.079,-0.037
0.088,-0.082,-0.04
0.089,-0.084,-0.042
0.09,-0.086,-0.044
0.091,-0.087,-0.046
0.094,-0.085,-0.045
0.096,-0.082,-0.044
0.098,-0.081,-0.044
0.1,-0.079,-0.043
0.101,-0.078,-0.043
0.102,-0.077,-0.043
0.103,-0.077,-0.042
0.103,-0.076,-0.042
0.104,-0.076,-0.042
0.104,-0.075,-0.042
0.103,-0.078,-0.04
0.101,-0.081,-0.038
0.1,-0.082,-0.036
0.1,-0.084,-0.035
0.099,-0.085,-0.034
0.098,-0.086,-0.034
0.098,-0.087,-0.033
0.098,-0.087,-0.033
0.097,-0.088,-0.032
0.097,-0.088,-0.032
0.088,-0.099,0.009
0.08,-0.107,0.041
0.074,-0.114,0.068
0.069,-0.12,0.088
0.065,-0.124,0.105
0.062,-0.127,0.119
0.06,-0.13,0.129
0.058,-0.132,0.138
0.056,-0.134,0.145
0.055,-0.136,0.15
0.063,-0.119,0.082
0.069,-0.105,0.027
0.074,-0.094,-0.017
0.078,-0.085,-0.052
0.081,-0.078,-0.08
0.084,-0.073,-0.102
0.086,-0.068,-0.12
0.087,-0.064,-0.135
0.088,-0.062,-0.146
0.09,-0.059,-0.155
0.092,-0.038,-0.105
0.094,-0.021,-0.064
0.096,-0.007,-0.032
0.097,0.004,-0.006
0.098,0.013,0.015
0.099,0.02,0.031
0.1,0.026,0.045
0.1,0.03,0.055
0.101,0.034,0.064
0.101,0.037,0.071
0.055,0.019,0.057
0.017,0.005,0.046
-0.013,-0.006,0.037
-0.037,-0.015,0.03
-0.056,-0.022,0.025
-0.071,-0.028,0.02
-0.083,-0.032,0.017
-0.093,-0.036,0.014
-0.101,-0.039,0.012
-0.107,-0.041,0.01
-0.107,-0.038,0.001
-0.107,-0.035,-0.006
-0.107,-0.033,-0.011
-0.107,-0.031,-0.016
-0.107,-0.029,-0.019
-0.107,-0.028,-0.022
-0.107,-0.027,-0.025
-0.107,-0.027,-0.026
-0.107,-0.026,-0.028
-0.107,-0.026,-0.029
-0.102,-0.002,-0.038
-0.098,0.016,-0.044
-0.095,0.031,-0.05
-0.093,0.043,-0.054
-0.091,0.052,-0.058
-0.089,0.06,-0.061
-0.088,0.066,-0.063
-0.087,0.071,-0.065
-0.086,0.075,-0.066
-0.085,0.078,-0.067
-0.085,0.081,-0.074
-0.085,0.083,-0.079
-0.085,0.085,-0.083
-0.085,0.087,-0.086
-0.085,0.088,-0.089
-0.085,0.089,-0.091
-0.085,0.09,-0.093
-0.085,0.09,-0.094
-0.085,0.091,-0.095
-0.085,0.091,-0.096
-0.078,0.078,-0.081
-0.071,0.068,-0.068
-0.066,0.06,-0.058
-0.063,0.053,-0.05
-0.059,0.048,-0.044
-0.057,0.044,-0.039
-0.055,0.04,-0.035
-0.053,0.038,-0.032
-0.052,0.035,-0.029
-0.051,0.034,-0.027
-0.045,0.033,-0.024
-0.04,0.033,-0.022
-0.036,0.033,-0.02
-0.033,0.033,-0.019
-0.03,0.033,-0.018
-0.028,0.033,-0.017
-0.027,0.033,-0.016
-0.025,0.032,-0.015
-0.024,0.032,-0.015
-0.024,0.032,-0.015
-0.021,0.029,-0.013
-0.018,0.027,-0.011
-0.016,0.025,-0.01
-0.014,0.023,-0.009
-0.013,0.022,-0.008
-0.012,0.021,-0.008
-0.011,0.02,-0.007
-0.011,0.019,-0.007
-0.01,0.019,-0.006
-0.01,0.018,-0.006
-0.009,0.018,-0.008
-0.009,0.018,-0.009
-0.009,0.017,-0.011
-0.009,0.017,-0.012
-0.008,0.017,-0.012
-0.008,0.017,-0.013
-0.008,0.016,-0.013
-0.008,0.016,-0.014
-0.008,0.016,-0.014
-0.008,0.016,-0.014
-0.006,0.013,-0.014
-0.004,0.011,-0.014
-0.003,0.009,-0.014
-0.002,0.007,-0.014
-0.001,0.006,-0.014
-0.0,0.005,-0.014
0.0,0.004,-0.014
0.001,0.003,-0.014
0.001,0.003,-0.013
0.001,0.003,-0.013
0.003,0.002,-0.01
0.004,0.002,-0.007
0.004,0.002,-0.005
0.005,0.002,-0.003
0.006,0.002,-0.001
0.006,0.002,-0.0
0.006,0.001,0.001
0.007,0.001,0.001
0.007,0.001,0.002
0.007,0.001,0.003
0.008,0.001,0.001
0.009,0.0,-0.001
0.01,-0.0,-0.002
0.01,-0.001,-0.003
0.011,-0.001,-0.004
0.011,-0.001,-0.005
0.011,-0.001,-0.005
0.012,-0.002,-0.006
0.012,-0.002,-0.006
0.012,-0.002,-0.006
0.013,-0.001,-0.006
0.013,0.0,-0.005
0.014,0.001,-0.005
0.014,0.002,-0.005
0.015,0.002,-0.005
0.015,0.002,-0.004
0.015,0.003,-0.004
0.015,0.003,-0.004
0.015,0.003,-0.004
0.016,0.003,-0.004
0.016,0.004,-0.003
0.016,0.004,-0.003
0.016,0.004,-0.003
0.016,0.004,-0.002
0.016,0.005,-0.002
0.016,0.005,-0.002
0.016,0.005,-0.002
0.016,0.005,-0.002
0.016,0.005,-0.002
0.016,0.005,-0.001
0.015,0.005,-0.0
0.014,0.005,0.001
0.014,0.005,0.001
0.013,0.004,0.002
0.013,0.004,0.002
0.013,0.004,0.003
0.013,0.004,0.003
0.012,0.004,0.003
0.012,0.004,0.003
0.012,0.004,0.004
0.012,0.004,0.002
0.013,0.004,0.0
0.013,0.004,-0.001
0.013,0.004,-0.002
0.013,0.004,-0.003
0.013,0.004,-0.003
0.013,0.004,-0.004
0.014,0.004,-0.004
0.014,0.004,-0.005
0.014,0.004,-0.005
0.014,0.004,-0.004
0.015,0.004,-0.003
0.015,0.004,-0.003
0.015,0.004,-0.002
0.016,0.004,-0.002
0.016,0.003,-0.002
