acc_x,acc_y,acc_z
-0.01,-0.092,-0.146
-0.011,-0.081,-0.163
-0.013,-0.071,-0.177
-0.014,-0.064,-0.188
-0.014,-0.058,-0.197
-0.015,-0.053,-0.204
-0.011,-0.124,-0.229
-0.008,-0.181,-0.249
-0.006,-0.226,-0.264
-0.004,-0.262,-0.277
-0.002,-0.291,-0.287
-0.001,-0.315,-0.296
0.0,-0.333,-0.302
0.001,-0.348,-0.307
0.002,-0.36,-0.311
0.002,-0.369,-0.315
-0.009,-0.297,-0.297
-0.017,-0.24,-0.283
-0.024,-0.194,-0.272
-0.03,-0.157,-0.263
-0.034,-0.127,-0.256
-0.038,-0.104,-0.25
-0.04,-0.085,-0.245
-0.043,-0.07,-0.241
-0.045,-0.058,-0.239
-0.046,-0.048,-0.236
-0.035,-0.025,-0.242
-0.026,-0.007,-0.247
-0.019,0.007,-0.251
-0.014,0.019,-0.254
-0.009,0.028,-0.256
-0.006,0.036,-0.258
-0.003,0.042,-0.26
-0.001,0.046,-0.261
0.001,0.05,-0.262
0.003,0.053,-0.263
0.007,0.056,-0.214
0.011,0.058,-0.175
0.014,0.06,-0.144
0.016,0.061,-0.119
0.018,0.062,-0.099
0.02,0.063,-0.083
0.021,0.063,-0.07
0.022,0.064,-0.06
0.023,0.064,-0.051
0.024,0.065,-0.045
0.01,0.031,-0.042
-0.001,0.005,-0.04
-0.01,-0.016,-0.038
-0.018,-0.033,-0.037
-0.023,-0.047,-0.036
-0.028,-0.058,-0.035
-0.031,-0.067,-0.034
-0.034,-0.074,-0.033
-0.037,-0.079,-0.033
-0.039,-0.084,-0.032
-0.03,-0.079,-0.027
-0.023,-0.074,-0.022
-0.018,-0.071,-0.019
-0.013,-0.068,-0.016
-0.01,-0.066,-0.013
-0.007,-0.064,-0.012
-0.005,-0.063,-0.01
-0.003,-0.062,-0.009
-0.001,-0.061,-0.008
-0.0,-0.06,-0.007
0.002,-0.06,-0.006
0.003,-0.059,-0.005
0.004,-0.059,-0.004
0.005,-0.058,-0.003
0.006,-0.058,-0.002
0.007,-0.058,-0.002
0.007,-0.058,-0.001
0.007,-0.058,-0.001
0.008,-0.057,-0.001
0.008,-0.057,-0.001
0.008,-0.058,-0.001
0.007,-0.059,-0.002
0.007,-0.059,-0.002
0.007,-0.06,-0.002
0.007,-0.06,-0.002
0.007,-0.06,-0.003
0.006,-0.061,-0.003
0.006,-0.061,-0.003
0.006,-0.061,-0.003
0.006,-0.061,-0.003
0.008,-0.061,-0.002
0.01,-0.061,-0.001
0.012,-0.061,0.0
0.013,-0.061,0.001
0.014,-0.061,0.001
0.014,-0.061,0.002
0.015,-0.061,0.002
0.015,-0.061,0.002
0.016,-0.061,0.003
0.016,-0.061,0.003
0.014,-0.061,0.004
0.013,-0.06,0.005
0.012,-0.06,0.006
0.011,-0.06,0.007
0.01,-0.06,0.007
0.01,-0.06,0.007
0.009,-0.06,0.008
0.009,-0.06,0.008
0.009,-0.06,0.008
0.009,-0.06,0.008
0.008,-0.06,0.008
0.008,-0.06,0.007
0.008,-0.06,0.007
0.007,-0.06,0.006
0.007,-0.059,0.006
0.007,-0.059,0.006
0.007,-0.059,0.005
0.007,-0.059,0.005
0.007,-0.059,0.005
0.007,-0.059,0.005
0.006,-0.058,0.005
0.005,-0.057,0.004
0.005,-0.057,0.004
0.004,-0.056,0.004
0.004,-0.056,0.004
0.004,-0.055,0.004
0.004,-0.055,0.003
0.004,-0.055,0.003
0.003,-0.054,0.003
0.003,-0.054,0.003
0.004,-0.057,0.003
0.004,-0.059,0.003
0.005,-0.06,0.003
0.005,-0.061,0.003
0.005,-0.062,0.003
0.006,-0.063,0.003
0.006,-0.064,0.003
0.006,-0.064,0.003
0.006,-0.065,0.003
0.006,-0.065,0.003
0.007,-0.064,0.003
0.007,-0.063,0.003
0.008,-0.062,0.003
0.008,-0.061,0.003
0.009,-0.061,0.003
0.009,-0.06,0.003
0.009,-0.06,0.003
0.009,-0.06,0.002
0.009,-0.06,0.002
0.009,-0.06,0.002
0.009,-0.06,0.002
0.009,-0.06,0.002
0.009,-0.06,0.002
0.009,-0.06,0.002
0.009,-0.06,0.002
0.009,-0.06,0.002
0.009,-0.06,0.002
0.009,-0.06,0.002
0.009,-0.06,0.002
0.009,-0.06,0.002
0.008,-0.06,0.001
0.008,-0.06,0.001
0.008,-0.061,0.001
0.008,-0.061,0.0
0.008,-0.061,0.0
0.008,-0.061,-0.0
0.008,-0.061,-0.0
0.008,-0.061,-0.0
0.008,-0.061,-0.0
0.008,-0.061,-0.0
0.008,-0.06,-0.0
0.008,-0.059,-0.0
0.008,-0.059,-0.0
0.007,-0.058,-0.0
0.007,-0.058,-0.0
0.007,-0.057,-0.0
0.007,-0.057,-0.0
0.007,-0.057,-0.0
0.007,-0.057,-0.0
0.007,-0.057,-0.0
0.007,-0.058,-0.0
0.008,-0.059,-0.0
0.008,-0.059,-0.0
0.008,-0.06,-0.0
0.009,-0.06,-0.0
0.009,-0.06,-0.0
0.009,-0.061,-0.0
0.009,-0.061,-0.0
0.009,-0.061,-0.0
0.009,-0.061,-0.0
0.008,-0.06,0.0
0.007,-0.059,0.001
0.006,-0.059,0.001
0.006,-0.058,0.001
0.005,-0.058,0.001
0.005,-0.058,0.001
0.004,-0.057,0.002
0.004,-0.057,0.002
0.004,-0.057,0.002
0.004,-0.057,0.002
0.005,-0.057,0.002
0.005,-0.057,0.002
0.006,-0.057,0.001
0.007,-0.058,0.001
0.007,-0.058,0.001
0.007,-0.058,0.001
0.007,-0.058,0.001
0.008,-0.058,0.001
0.008,-0.058,0.001
0.008,-0.058,0.001
0.006,-0.058,0.001
0.005,-0.058,0.002
0.004,-0.059,0.002
0.003,-0.059,0.002
0.002,-0.059,0.002
0.002,-0.059,0.002
0.001,-0.059,0.002
0.001,-0.059,0.002
0.001,-0.059,0.003
0.0,-0.059,0.003
0.002,-0.059,0.003
0.003,-0.059,0.003
0.003,-0.059,0.003
0.004,-0.059,0.003
0.005,-0.059,0.003
0.005,-0.059,0.003
0.005,-0.059,0.003
0.006,-0.059,0.003
0.006,-0.059,0.003
0.006,-0.059,0.003
0.007,-0.06,0.004
0.007,-0.061,0.004
0.008,-0.062,0.004
0.008,-0.062,0.004
0.008,-0.063,0.004
0.009,-0.063,0.004
0.009,-0.064,0.004
0.009,-0.064,0.004
0.009,-0.064,0.004
0.009,-0.064,0.004
0.008,-0.064,0.004
0.008,-0.063,0.003
0.007,-0.063,0.003
0.007,-0.063,0.003
0.007,-0.063,0.003
0.006,-0.063,0.002
0.006,-0.063,0.002
0.006,-0.063,0.002
0.006,-0.063,0.002
0.006,-0.062,0.002
0.005,-0.062,0.002
0.005,-0.062,0.002
0.005,-0.062,0.002
0.004,-0.061,0.002
0.004,-0.061,0.003
0.004,-0.061,0.003
0.004,-0.061,0.003
0.004,-0.061,0.003
0.003,-0.061,0.003
0.003,-0.061,0.003
0.004,-0.061,0.002
0.004,-0.062,0.002
0.004,-0.062,0.002
0.005,-0.062,0.001
0.005,-0.062,0.001
0.005,-0.062,0.001
0.005,-0.062,0.001
0.005,-0.062,0.001
0.005,-0.063,0.001
0.005,-0.063,0.001
0.005,-0.062,0.001
0.004,-0.061,0.001
0.004,-0.061,0.002
0.004,-0.06,0.002
0.003,-0.06,0.002
0.003,-0.06,0.002
0.003,-0.06,0.002
0.003,-0.059,0.002
0.003,-0.059,0.002
0.003,-0.059,0.003
0.003,-0.06,0.002
0.004,-0.06,0.002
0.004,-0.06,0.001
0.005,-0.06,0.001
0.005,-0.06,0.001
0.005,-0.061,0.001
0.005,-0.061,0.0
0.005,-0.061,0.0
0.005,-0.061,0.0
0.005,-0.061,0.0
0.005,-0.06,0.002
0.005,-0.06,0.003
0.006,-0.06,0.004
0.006,-0.059,0.005
0.006,-0.059,0.005
0.006,-0.059,0.006
0.006,-0.059,0.006
0.006,-0.059,0.006
0.006,-0.058,0.007
0.006,-0.058,0.007
0.005,-0.059,0.005
0.005,-0.059,0.004
0.004,-0.06,0.002
0.004,-0.06,0.002
0.004,-0.06,0.001
0.004,-0.06,0.0
0.004,-0.061,-0.0
0.004,-0.061,-0.001
0.003,-0.061,-0.001
0.003,-0.061,-0.001
0.003,-0.061,-0.0
0.003,-0.061,0.0
0.003,-0.062,0.001
0.003,-0.062,0.001
0.003,-0.062,0.001
0.003,-0.062,0.001
0.003,-0.062,0.002
0.003,-0.062,0.002
0.003,-0.062,0.002
0.003,-0.062,0.002
0.003,-0.061,0.002
0.003,-0.06,0.001
0.003,-0.06,0.001
0.003,-0.059,0.001
0.004,-0.059,0.001
0.004,-0.058,0.001
0.004,-0.058,0.001
0.004,-0.058,0.001
0.004,-0.058,0.001
0.004,-0.058,0.0
0.003,-0.057,0.001
0.003,-0.057,0.001
0.003,-0.057,0.001
0.003,-0.057,0.001
0.003,-0.057,0.001
0.002,-0.057,0.001
0.002,-0.056,0.001
0.002,-0.056,0.001
0.002,-0.056,0.001
0.002,-0.056,0.001
0.002,-0.059,0.001
0.002,-0.06,0.001
0.002,-0.062,0.001
0.002,-0.063,0.001
0.002,-0.064,0.001
0.002,-0.065,0.0
0.002,-0.065,0.0
0.002,-0.066,0.0
0.002,-0.066,0.0
0.002,-0.066,0.0
0.001,-0.066,0.001
0.001,-0.065,0.002
0.0,-0.065,0.002
-0.0,-0.065,0.003
-0.001,-0.065,0.003
-0.001,-0.065,0.003
-0.001,-0.064,0.003
-0.001,-0.064,0.003
-0.001,-0.064,0.003
-0.002,-0.064,0.004
-0.0,-0.064,0.003
0.001,-0.063,0.003
0.001,-0.063,0.003
0.002,-0.062,0.002
0.002,-0.062,0.002
0.003,-0.062,0.002
0.003,-0.062,0.002
0.003,-0.061,0.002
0.004,-0.061,0.002
0.004,-0.061,0.002
0.004,-0.06,0.003
0.003,-0.059,0.003
0.003,-0.059,0.004
0.003,-0.058,0.004
0.003,-0.058,0.004
0.003,-0.058,0.005
0.003,-0.057,0.005
0.003,-0.057,0.005
0.003,-0.057,0.005
0.003,-0.057,0.005
0.004,-0.058,0.004
0.004,-0.06,0.003
0.005,-0.061,0.003
0.005,-0.061,0.002
0.005,-0.062,0.002
0.006,-0.063,0.001
0.006,-0.063,0.001
0.006,-0.063,0.001
0.006,-0.063,0.001
0.006,-0.064,0.0
0.005,-0.063,0.0
0.004,-0.063,0.001
0.003,-0.062,0.001
0.003,-0.062,0.001
0.002,-0.062,0.001
0.002,-0.061,0.001
0.002,-0.061,0.001
0.001,-0.061,0.001
0.001,-0.061,0.001
0.001,-0.061,0.001
0.001,-0.061,0.001
0.001,-0.061,0.001
0.001,-0.061,0.002
0.001,-0.061,0.002
0.001,-0.061,0.002
0.001,-0.061,0.002
0.001,-0.061,0.002
0.001,-0.061,0.002
0.0,-0.061,0.002
0.0,-0.061,0.003
-0.001,-0.061,0.003
-0.001,-0.061,0.004
-0.002,-0.061,0.004
-0.003,-0.061,0.005
-0.003,-0.061,0.005
-0.003,-0.061,0.005
-0.004,-0.061,0.005
-0.004,-0.061,0.006
-0.004,-0.061,0.006
-0.004,-0.061,0.006
-0.003,-0.06,0.006
-0.002,-0.059,0.006
-0.001,-0.059,0.006
-0.0,-0.058,0.006
0.0,-0.058,0.006
0.001,-0.058,0.006
0.001,-0.058,0.006
0.001,-0.057,0.006
0.002,-0.057,0.006
0.002,-0.057,0.006
0.001,-0.057,0.005
0.001,-0.058,0.004
0.001,-0.058,0.004
0.001,-0.058,0.003
0.0,-0.058,0.003
0.0,-0.058,0.003
0.0,-0.058,0.002
0.0,-0.058,0.002
-0.0,-0.058,0.002
-0.0,-0.058,0.002
0.0,-0.058,0.002
0.0,-0.058,0.002
0.0,-0.059,0.002
0.0,-0.059,0.002
0.0,-0.059,0.002
0.0,-0.059,0.002
0.0,-0.059,0.002
0.001,-0.059,0.002
0.001,-0.059,0.002
0.001,-0.059,0.002
0.002,-0.059,0.002
0.002,-0.06,0.002
0.003,-0.06,0.002
0.004,-0.06,0.002
0.004,-0.06,0.002
0.004,-0.061,0.001
0.004,-0.061,0.001
0.005,-0.061,0.001
0.005,-0.061,0.001
0.005,-0.061,0.001
